id_municipio,municipio_nome,id_ar,ar_nome
3512902,Cosmorama,3549805,São José do Rio Preto
3513009,Cotia,2,Grande São Paulo
3513108,Cravinhos,3543402,Ribeirão Preto
3513207,Cristais Paulista,3516200,Franca
3513306,Cruzália,3541406,Presidente Prudente
3513405,Cruzeiro,3554102,Taubaté
3513504,Cubatão,3548500,Santos
3513603,Cunha,3554102,Taubaté
3513702,Descalvado,3543402,Ribeirão Preto
3513801,Diadema,2,Grande São Paulo
3513850,Dirce Reis,3549805,São José do Rio Preto
3513900,Divinolândia,3543402,Ribeirão Preto
3514007,Dobrada,3543402,Ribeirão Preto
3514106,Dois Córregos,3506003,Bauru
3514205,Dolcinópolis,3549805,São José do Rio Preto
3514304,Dourado,3543402,Ribeirão Preto
3514403,Dracena,3541406,Presidente Prudente
3514502,Duartina,3506003,Bauru
3514601,Dumont,3543402,Ribeirão Preto
3514700,Echaporã,3541406,Presidente Prudente
3514809,Eldorado,3,Vale do Ribeira
3514908,Elias Fausto,3509502,Campinas
3514924,Elisiário,3549805,São José do Rio Preto
3514957,Embaúba,3549805,São José do Rio Preto
3515004,Embu das Artes,2,Grande São Paulo
3515103,Embu-Guaçu,2,Grande São Paulo
3515129,Emilianópolis,3541406,Presidente Prudente
3515152,Engenheiro Coelho,3509502,Campinas
3515186,Espírito Santo do Pinhal,3509502,Campinas
3515194,Espírito Santo do Turvo,3506003,Bauru
3557303,Estiva Gerbi,3509502,Campinas
3515301,Estrela do Norte,3541406,Presidente Prudente
3515202,Estrela d'Oeste,3549805,São José do Rio Preto
3515350,Euclides da Cunha Paulista,3541406,Presidente Prudente
3515400,Fartura,3506003,Bauru
3515608,Fernando Prestes,3543402,Ribeirão Preto
3515509,Fernandópolis,3549805,São José do Rio Preto
3515657,Fernão,3506003,Bauru
3515707,Ferraz de Vasconcelos,2,Grande São Paulo
3515806,Flora Rica,3541406,Presidente Prudente
3515905,Floreal,3549805,São José do Rio Preto
3516002,Flórida Paulista,3541406,Presidente Prudente
3516101,Florínia,3541406,Presidente Prudente
3516200,Franca,3516200,Franca
3516309,Francisco Morato,2,Grande São Paulo
3516408,Franco da Rocha,2,Grande São Paulo
3516507,Gabriel Monteiro,3502804,Araçatuba
3516606,Gália,3506003,Bauru
3516705,Garça,3506003,Bauru
3516804,Gastão Vidigal,3549805,São José do Rio Preto
3516853,Gavião Peixoto,3543402,Ribeirão Preto
3516903,General Salgado,3549805,São José do Rio Preto
3517000,Getulina,3502804,Araçatuba
3517109,Glicério,3502804,Araçatuba
3517208,Guaiçara,3502804,Araçatuba
3517307,Guaimbê,3502804,Araçatuba
3517406,Guaíra,3549805,São José do Rio Preto
3517505,Guapiaçu,3549805,São José do Rio Preto
3517604,Guapiara,3552205,Sorocaba
3517703,Guará,3516200,Franca
3517802,Guaraçaí,3502804,Araçatuba
3517901,Guaraci,3549805,São José do Rio Preto
3518008,Guarani d'Oeste,3549805,São José do Rio Preto
3518107,Guarantã,3502804,Araçatuba
3518206,Guararapes,3502804,Araçatuba
3518305,Guararema,2,Grande São Paulo
3518404,Guaratinguetá,3554102,Taubaté
3518503,Guareí,3552205,Sorocaba
3518602,Guariba,3543402,Ribeirão Preto
3518701,Guarujá,3548500,Santos
3518800,Guarulhos,2,Grande São Paulo
3518859,Guatapará,3543402,Ribeirão Preto
3518909,Guzolândia,3549805,São José do Rio Preto
3519006,Herculândia,3541406,Presidente Prudente
3519055,Holambra,3509502,Campinas
3519071,Hortolândia,3509502,Campinas
3519105,Iacanga,3506003,Bauru
3519204,Iacri,3541406,Presidente Prudente
3519253,Iaras,3506003,Bauru
3519303,Ibaté,3543402,Ribeirão Preto
3519402,Ibirá,3549805,São José do Rio Preto
3519501,Ibirarema,3506003,Bauru
3519600,Ibitinga,3506003,Bauru
3519709,Ibiúna,3552205,Sorocaba
3519808,Icém,3549805,São José do Rio Preto
3519907,Iepê,3541406,Presidente Prudente
3520004,Igaraçu do Tietê,3506003,Bauru
3520103,Igarapava,3516200,Franca
3520202,Igaratá,2,Grande São Paulo
3520301,Iguape,3,Vale do Ribeira
3520426,Ilha Comprida,3,Vale do Ribeira
3520442,Ilha Solteira,3502804,Araçatuba
3520400,Ilhabela,3554102,Taubaté
3520509,Indaiatuba,3509502,Campinas
3520608,Indiana,3541406,Presidente Prudente
3520707,Indiaporã,3549805,São José do Rio Preto
3520806,Inúbia Paulista,3541406,Presidente Prudente
3520905,Ipaussu,3506003,Bauru
3521002,Iperó,3552205,Sorocaba
3521101,Ipeúna,3538709,Piracicaba
3521150,Ipiguá,3549805,São José do Rio Preto
3521200,Iporanga,3,Vale do Ribeira
3521309,Ipuã,3516200,Franca
3521408,Iracemápolis,3538709,Piracicaba
3521507,Irapuã,3549805,São José do Rio Preto
3521606,Irapuru,3541406,Presidente Prudente
3521705,Itaberá,3552205,Sorocaba
3521804,Itaí,3506003,Bauru
3521903,Itajobi,3549805,São José do Rio Preto
3522000,Itaju,3506003,Bauru
3522109,Itanhaém,3548500,Santos
3522158,Itaóca,3552205,Sorocaba
3522208,Itapecerica da Serra,2,Grande São Paulo
3522307,Itapetininga,3552205,Sorocaba
3522406,Itapeva,3552205,Sorocaba
3522505,Itapevi,2,Grande São Paulo
3522604,Itapira,3509502,Campinas
3522653,Itapirapuã Paulista,3552205,Sorocaba
3522703,Itápolis,3506003,Bauru
3522802,Itaporanga,3552205,Sorocaba
3522901,Itapuí,3506003,Bauru
3523008,Itapura,3502804,Araçatuba
3523107,Itaquaquecetuba,2,Grande São Paulo
3523206,Itararé,3552205,Sorocaba
3523305,Itariri,3,Vale do Ribeira
3523404,Itatiba,3509502,Campinas
3523503,Itatinga,3506003,Bauru
3523602,Itirapina,3538709,Piracicaba
3523701,Itirapuã,3516200,Franca
3523800,Itobi,3543402,Ribeirão Preto
3523909,Itu,3552205,Sorocaba
3524006,Itupeva,3552205,Sorocaba
3524105,Ituverava,3516200,Franca
3524204,Jaborandi,3549805,São José do Rio Preto
3524303,Jaboticabal,3543402,Ribeirão Preto
3524402,Jacareí,3554102,Taubaté
3524501,Jaci,3549805,São José do Rio Preto
3524600,Jacupiranga,3,Vale do Ribeira
3524709,Jaguariúna,3509502,Campinas
3524808,Jales,3549805,São José do Rio Preto
3524907,Jambeiro,3554102,Taubaté
3525003,Jandira,2,Grande São Paulo
3525102,Jardinópolis,3543402,Ribeirão Preto
3525201,Jarinu,3509502,Campinas
3525300,Jaú,3506003,Bauru
3525409,Jeriquara,3516200,Franca
3525508,Joanópolis,3509502,Campinas
3525607,João Ramalho,3541406,Presidente Prudente
3525706,José Bonifácio,3549805,São José do Rio Preto
3525805,Júlio Mesquita,3502804,Araçatuba
3525854,Jumirim,3552205,Sorocaba
3525904,Jundiaí,3509502,Campinas
3526001,Junqueirópolis,3541406,Presidente Prudente
3526100,Juquiá,3,Vale do Ribeira
3526209,Juquitiba,2,Grande São Paulo
3526308,Lagoinha,3554102,Taubaté
3526407,Laranjal Paulista,3538709,Piracicaba
3526506,Lavínia,3502804,Araçatuba
3526605,Lavrinhas,3554102,Taubaté
3526704,Leme,3538709,Piracicaba
3526803,Lençóis Paulista,3506003,Bauru
3526902,Limeira,3538709,Piracicaba
3527009,Lindóia,3509502,Campinas
3527108,Lins,3502804,Araçatuba
3527207,Lorena,3554102,Taubaté
3527256,Lourdes,3502804,Araçatuba
3527306,Louveira,3552205,Sorocaba
3527405,Lucélia,3541406,Presidente Prudente
3527504,Lucianópolis,3506003,Bauru
3527603,Luís Antônio,3543402,Ribeirão Preto
3527702,Luiziânia,3502804,Araçatuba
3527801,Lupércio,3506003,Bauru
3527900,Lutécia,3541406,Presidente Prudente
3528007,Macatuba,3506003,Bauru
3528106,Macaubal,3549805,São José do Rio Preto
3528205,Macedônia,3549805,São José do Rio Preto
3528304,Magda,3549805,São José do Rio Preto
3528403,Mairinque,3552205,Sorocaba
3528502,Mairiporã,2,Grande São Paulo
3528601,Manduri,3506003,Bauru
3528700,Marabá Paulista,3541406,Presidente Prudente
3528809,Maracaí,3541406,Presidente Prudente
3528858,Marapoama,3549805,São José do Rio Preto
3528908,Mariápolis,3541406,Presidente Prudente
3529005,Marília,3506003,Bauru
3529104,Marinópolis,3549805,São José do Rio Preto
3529203,Martinópolis,3541406,Presidente Prudente
3529302,Matão,3543402,Ribeirão Preto
3529401,Mauá,2,Grande São Paulo
3529500,Mendonça,3549805,São José do Rio Preto
3529609,Meridiano,3549805,São José do Rio Preto
3529658,Mesópolis,3549805,São José do Rio Preto
3529708,Miguelópolis,3516200,Franca
3529807,Mineiros do Tietê,3506003,Bauru
3530003,Mira Estrela,3549805,São José do Rio Preto
3529906,Miracatu,3,Vale do Ribeira
3530102,Mirandópolis,3502804,Araçatuba
3530201,Mirante do Paranapanema,3541406,Presidente Prudente
3530300,Mirassol,3549805,São José do Rio Preto
3530409,Mirassolândia,3549805,São José do Rio Preto
3530508,Mococa,3543402,Ribeirão Preto
3530706,Mogi Guaçu,3509502,Campinas
3530607,Mogi das Cruzes,2,Grande São Paulo
3530805,Mogi Mirim,3509502,Campinas
3530904,Mombuca,3538709,Piracicaba
3531001,Monções,3549805,São José do Rio Preto
3531100,Mongaguá,3548500,Santos
3531209,Monte Alegre do Sul,3509502,Campinas
3531308,Monte Alto,3543402,Ribeirão Preto
3531407,Monte Aprazível,3549805,São José do Rio Preto
3531506,Monte Azul Paulista,3543402,Ribeirão Preto
3531605,Monte Castelo,3541406,Presidente Prudente
3531803,Monte Mor,3509502,Campinas
3531704,Monteiro Lobato,3554102,Taubaté
3531902,Morro Agudo,3516200,Franca
3532009,Morungaba,3509502,Campinas
3532058,Motuca,3543402,Ribeirão Preto
3532108,Murutinga do Sul,3502804,Araçatuba
3532157,Nantes,3541406,Presidente Prudente
3532207,Narandiba,3541406,Presidente Prudente
3532306,Natividade da Serra,3554102,Taubaté
3532405,Nazaré Paulista,3509502,Campinas
3532504,Neves Paulista,3549805,São José do Rio Preto
3532603,Nhandeara,3549805,São José do Rio Preto
3532702,Nipoã,3549805,São José do Rio Preto
3532801,Nova Aliança,3549805,São José do Rio Preto
3532827,Nova Campina,3552205,Sorocaba
3532843,Nova Canaã Paulista,3549805,São José do Rio Preto
3532868,Nova Castilho,3549805,São José do Rio Preto
3532900,Nova Europa,3543402,Ribeirão Preto
3533007,Nova Granada,3549805,São José do Rio Preto
3533106,Nova Guataporanga,3541406,Presidente Prudente
3533205,Nova Independência,3502804,Araçatuba
3533304,Nova Luzitânia,3549805,São José do Rio Preto
3533403,Nova Odessa,3509502,Campinas
3533254,Novais,3549805,São José do Rio Preto
3533502,Novo Horizonte,3549805,São José do Rio Preto
3533601,Nuporanga,3516200,Franca
3533700,Ocauçu,3506003,Bauru
3533809,Óleo,3506003,Bauru
3533908,Olímpia,3549805,São José do Rio Preto
3534005,Onda Verde,3549805,São José do Rio Preto
3534104,Oriente,3506003,Bauru
3534203,Orindiúva,3549805,São José do Rio Preto
3534302,Orlândia,3516200,Franca
3534401,Osasco,2,Grande São Paulo
3534500,Oscar Bressane,3541406,Presidente Prudente
3534609,Osvaldo Cruz,3541406,Presidente Prudente
3534708,Ourinhos,3506003,Bauru
3534807,Ouro Verde,3541406,Presidente Prudente
3534757,Ouroeste,3549805,São José do Rio Preto
3534906,Pacaembu,3541406,Presidente Prudente
3535002,Palestina,3549805,São José do Rio Preto
3535101,Palmares Paulista,3549805,São José do Rio Preto
3535200,Palmeira d'Oeste,3549805,São José do Rio Preto
3535309,Palmital,3506003,Bauru
3535408,Panorama,3541406,Presidente Prudente
3535507,Paraguaçu Paulista,3541406,Presidente Prudente
3535606,Paraibuna,3554102,Taubaté
3535705,Paraíso,3543402,Ribeirão Preto
3535804,Paranapanema,3506003,Bauru
3535903,Paranapuã,3549805,São José do Rio Preto
3536000,Parapuã,3541406,Presidente Prudente
3536109,Pardinho,3506003,Bauru
3536208,Pariquera-Açu,3,Vale do Ribeira
3536257,Parisi,3549805,São José do Rio Preto
3536307,Patrocínio Paulista,3516200,Franca
3536406,Paulicéia,3541406,Presidente Prudente
3536505,Paulínia,3509502,Campinas
3536570,Paulistânia,3506003,Bauru
3536604,Paulo de Faria,3549805,São José do Rio Preto
3536703,Pederneiras,3506003,Bauru
3536802,Pedra Bela,3509502,Campinas
3536901,Pedranópolis,3549805,São José do Rio Preto
3537008,Pedregulho,3516200,Franca
3537107,Pedreira,3509502,Campinas
3537156,Pedrinhas Paulista,3541406,Presidente Prudente
3537206,Pedro de Toledo,3,Vale do Ribeira
3537305,Penápolis,3502804,Araçatuba
3537404,Pereira Barreto,3502804,Araçatuba
3537503,Pereiras,3538709,Piracicaba
3537602,Peruíbe,3548500,Santos
3537701,Piacatu,3502804,Araçatuba
3537800,Piedade,3552205,Sorocaba
3537909,Pilar do Sul,3552205,Sorocaba
3538006,Pindamonhangaba,3554102,Taubaté
3538105,Pindorama,3549805,São José do Rio Preto
3538204,Pinhalzinho,3509502,Campinas
3538303,Piquerobi,3541406,Presidente Prudente
3538501,Piquete,3554102,Taubaté
3538600,Piracaia,3509502,Campinas
3538709,Piracicaba,3538709,Piracicaba
3538808,Piraju,3506003,Bauru
3538907,Pirajuí,3506003,Bauru
3539004,Pirangi,3543402,Ribeirão Preto
3539103,Pirapora do Bom Jesus,2,Grande São Paulo
3539202,Pirapozinho,3541406,Presidente Prudente
3539301,Pirassununga,3543402,Ribeirão Preto
3539400,Piratininga,3506003,Bauru
3539509,Pitangueiras,3543402,Ribeirão Preto
3539608,Planalto,3502804,Araçatuba
3539707,Platina,3506003,Bauru
3539806,Poá,2,Grande São Paulo
3539905,Poloni,3549805,São José do Rio Preto
3540002,Pompéia,3506003,Bauru
3540101,Pongaí,3506003,Bauru
3540200,Pontal,3543402,Ribeirão Preto
3540259,Pontalinda,3549805,São José do Rio Preto
3540309,Pontes Gestal,3549805,São José do Rio Preto
3540408,Populina,3549805,São José do Rio Preto
3540507,Porangaba,3552205,Sorocaba
3540606,Porto Feliz,3552205,Sorocaba
3540705,Porto Ferreira,3543402,Ribeirão Preto
3540754,Potim,3554102,Taubaté
3540804,Potirendaba,3549805,São José do Rio Preto
3540853,Pracinha,3541406,Presidente Prudente
3540903,Pradópolis,3543402,Ribeirão Preto
3541000,Praia Grande,3548500,Santos
3541059,Pratânia,3506003,Bauru
3541109,Presidente Alves,3506003,Bauru
3541208,Presidente Bernardes,3541406,Presidente Prudente
3541307,Presidente Epitácio,3541406,Presidente Prudente
3541406,Presidente Prudente,3541406,Presidente Prudente
3541505,Presidente Venceslau,3541406,Presidente Prudente
3541604,Promissão,3502804,Araçatuba
3541653,Quadra,3552205,Sorocaba
3541703,Quatá,3541406,Presidente Prudente
3541802,Queiroz,3541406,Presidente Prudente
3541901,Queluz,3554102,Taubaté
3542008,Quintana,3506003,Bauru
3542107,Rafard,3538709,Piracicaba
3542206,Rancharia,3541406,Presidente Prudente
3542305,Redenção da Serra,3554102,Taubaté
3542404,Regente Feijó,3541406,Presidente Prudente
3542503,Reginópolis,3506003,Bauru
3542602,Registro,3,Vale do Ribeira
3542701,Restinga,3516200,Franca
3542800,Ribeira,3552205,Sorocaba
3542909,Ribeirão Bonito,3543402,Ribeirão Preto
3543006,Ribeirão Branco,3552205,Sorocaba
3543105,Ribeirão Corrente,3516200,Franca
3543204,Ribeirão do Sul,3506003,Bauru
3543238,Ribeirão dos Índios,3541406,Presidente Prudente
3543253,Ribeirão Grande,3552205,Sorocaba
3543303,Ribeirão Pires,2,Grande São Paulo
3543402,Ribeirão Preto,3543402,Ribeirão Preto
3543600,Rifaina,3516200,Franca
3543709,Rincão,3543402,Ribeirão Preto
3543808,Rinópolis,3541406,Presidente Prudente
3543907,Rio Claro,3538709,Piracicaba
3544004,Rio das Pedras,3538709,Piracicaba
3544103,Rio Grande da Serra,2,Grande São Paulo
3544202,Riolândia,3549805,São José do Rio Preto
3543501,Riversul,3552205,Sorocaba
3544251,Rosana,3541406,Presidente Prudente
3544301,Roseira,3554102,Taubaté
3544400,Rubiácea,3502804,Araçatuba
3544509,Rubinéia,3549805,São José do Rio Preto
3544608,Sabino,3502804,Araçatuba
3544707,Sagres,3541406,Presidente Prudente
3544806,Sales,3549805,São José do Rio Preto
3544905,Sales Oliveira,3516200,Franca
3545001,Salesópolis,2,Grande São Paulo
3545100,Salmourão,3541406,Presidente Prudente
3545159,Saltinho,3538709,Piracicaba
3545209,Salto,3552205,Sorocaba
3545308,Salto de Pirapora,3552205,Sorocaba
3545407,Salto Grande,3506003,Bauru
3545506,Sandovalina,3541406,Presidente Prudente
3545605,Santa Adélia,3549805,São José do Rio Preto
3545704,Santa Albertina,3549805,São José do Rio Preto
3545803,Santa Bárbara D'Oeste,3538709,Piracicaba
3546009,Santa Branca,3554102,Taubaté
3546108,Santa Clara d'Oeste,3549805,São José do Rio Preto
3546207,Santa Cruz da Conceição,3538709,Piracicaba
3546256,Santa Cruz da Esperança,3543402,Ribeirão Preto
3546306,Santa Cruz das Palmeiras,3543402,Ribeirão Preto
3546405,Santa Cruz do Rio Pardo,3506003,Bauru
3546504,Santa Ernestina,3543402,Ribeirão Preto
3546603,Santa Fé do Sul,3549805,São José do Rio Preto
3546702,Santa Gertrudes,3538709,Piracicaba
3546801,Santa Isabel,2,Grande São Paulo
3546900,Santa Lúcia,3543402,Ribeirão Preto
3547007,Santa Maria da Serra,3538709,Piracicaba
3547106,Santa Mercedes,3541406,Presidente Prudente
3547502,Santa Rita do Passa Quatro,3543402,Ribeirão Preto
3547403,Santa Rita d'Oeste,3549805,São José do Rio Preto
3547601,Santa Rosa de Viterbo,3543402,Ribeirão Preto
3547650,Santa Salete,3549805,São José do Rio Preto
3547205,Santana da Ponte Pensa,3549805,São José do Rio Preto
3547304,Santana de Parnaíba,2,Grande São Paulo
3547700,Santo Anastácio,3541406,Presidente Prudente
3547809,Santo André,2,Grande São Paulo
3547908,Santo Antônio da Alegria,3516200,Franca
3548005,Santo Antônio de Posse,3509502,Campinas
3548054,Santo Antônio do Aracanguá,3502804,Araçatuba
3548104,Santo Antônio do Jardim,3509502,Campinas
3548203,Santo Antônio do Pinhal,3554102,Taubaté
3548302,Santo Expedito,3541406,Presidente Prudente
3548401,Santópolis do Aguapeí,3502804,Araçatuba
3548500,Santos,3548500,Santos
3548609,São Bento do Sapucaí,3554102,Taubaté
3548708,São Bernardo do Campo,2,Grande São Paulo
3548807,São Caetano do Sul,2,Grande São Paulo
3548906,São Carlos,3543402,Ribeirão Preto
3549003,São Francisco,3549805,São José do Rio Preto
3549102,São João da Boa Vista,3509502,Campinas
3549201,São João das Duas Pontes,3549805,São José do Rio Preto
3549250,São João de Iracema,3549805,São José do Rio Preto
3549300,São João do Pau d'Alho,3541406,Presidente Prudente
3549409,São Joaquim da Barra,3516200,Franca
3549508,São José da Bela Vista,3516200,Franca
3549607,São José do Barreiro,3554102,Taubaté
3549706,São José do Rio Pardo,3543402,Ribeirão Preto
3549805,São José do Rio Preto,3549805,São José do Rio Preto
3549904,São José dos Campos,3554102,Taubaté
3549953,São Lourenço da Serra,2,Grande São Paulo
3550001,São Luís do Paraitinga,3554102,Taubaté
3550100,São Manuel,3506003,Bauru
3550209,São Miguel Arcanjo,3552205,Sorocaba
3550308,São Paulo,1,Capital
3550407,São Pedro,3538709,Piracicaba
3550506,São Pedro do Turvo,3506003,Bauru
3550605,São Roque,3552205,Sorocaba
3550704,São Sebastião,3554102,Taubaté
3550803,São Sebastião da Grama,3543402,Ribeirão Preto
3550902,São Simão,3543402,Ribeirão Preto
3551009,São Vicente,3548500,Santos
3551108,Sarapuí,3552205,Sorocaba
3551207,Sarutaiá,3506003,Bauru
3551306,Sebastianópolis do Sul,3549805,São José do Rio Preto
3551405,Serra Azul,3543402,Ribeirão Preto
3551603,Serra Negra,3509502,Campinas
3551504,Serrana,3543402,Ribeirão Preto
3551702,Sertãozinho,3543402,Ribeirão Preto
3551801,Sete Barras,3,Vale do Ribeira
3551900,Severínia,3549805,São José do Rio Preto
3552007,Silveiras,3554102,Taubaté
3552106,Socorro,3509502,Campinas
3552205,Sorocaba,3552205,Sorocaba
3552304,Sud Mennucci,3502804,Araçatuba
3552403,Sumaré,3509502,Campinas
3552551,Suzanápolis,3502804,Araçatuba
3552502,Suzano,2,Grande São Paulo
3552601,Tabapuã,3549805,São José do Rio Preto
3552700,Tabatinga,3506003,Bauru
3552809,Taboão da Serra,2,Grande São Paulo
3552908,Taciba,3541406,Presidente Prudente
3553005,Taguaí,3506003,Bauru
3553104,Taiaçu,3543402,Ribeirão Preto
3553203,Taiúva,3543402,Ribeirão Preto
3553302,Tambaú,3543402,Ribeirão Preto
3553401,Tanabi,3549805,São José do Rio Preto
3553500,Tapiraí,3552205,Sorocaba
3553609,Tapiratiba,3543402,Ribeirão Preto
3553658,Taquaral,3543402,Ribeirão Preto
3553708,Taquaritinga,3543402,Ribeirão Preto
3553807,Taquarituba,3552205,Sorocaba
3553856,Taquarivaí,3552205,Sorocaba
3553906,Tarabai,3541406,Presidente Prudente
3553955,Tarumã,3541406,Presidente Prudente
3554003,Tatuí,3552205,Sorocaba
3554102,Taubaté,3554102,Taubaté
3554201,Tejupá,3506003,Bauru
3554300,Teodoro Sampaio,3541406,Presidente Prudente
3554409,Terra Roxa,3543402,Ribeirão Preto
3554508,Tietê,3552205,Sorocaba
3554607,Timburi,3506003,Bauru
3554656,Torre de Pedra,3552205,Sorocaba
